,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
318792,https://vermont.craigslist.org/apa/d/spacious-convenient-location-in-rutland/7048708763.html,vermont,790,apartment,1000,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00P0P_lLI9rWYZTVA_600x450.jpg,"2 bedroom (can be used as 3 bedroom) 1 full-bath on upper floor. Everything is included, only pay for the electricity (lights and stove). Washer/Dryer hook-ups, Separate entrance. Off street parking, lots of storage space. Laundromat, post office, grocery store, movie theater, library and etc. are nearby. Easy walk to downtown. SOME PETS (no dog) MAY BE NEGOTIABLE, no smoker. $790/mo. Move in cost $2,370.  Online application: https://www.apartment802.com/rental-application/?property_id=robbins",43.6104,-72.9857,vt
318802,https://vermont.craigslist.org/apa/d/montpelier-price-reduced-victorian/7041439881.html,vermont,1850,duplex,1700,3,1.5,1,1,1,0,0,0,laundry on site,detached garage,https://images.craigslist.org/01717_7ASDbhcd37J_600x450.jpg,"BEAUTIFUL, SUNNY, BRIGHT TWO-STORY VICTORIAN DUPLEX WITH THREE BEDROOMS IN LOVELY, QUIET, DESIRABLE NEIGHBORHOOD!  Three bedroom beauty, freshly painted throughout!  Two porches overlook a lovely partially sunny/partially shady yard with established perennials and space!  Property borders both Sabin's Pasture and Vt College of Fine Arts (a weekend only, Master's Degree program - no noisy college kids around).  You can literally walk, hike, or X-C Ski Right Out the Back Door and go for miles and miles and miles!  It's also just four blocks to the natural foods Co-op and the Bike Path!  There are 3 good size bedrooms, one with a bay window, large closets, and tin-type embossed ceilings! A small entry-way opens into the huge foyer which can also be used as a 2nd living room or office. All of the ""public rooms"" have coffered ceilings and brass chandeliers, and the first-floor bath fixtures are also the original brass with retrofitted interior (no lead pipes). The living room and front bedroom each have bright, sunny, south-east facing bay windows.  The sunny formal dining room overlooks the yard and has a large built-in bookcase and a china cabinet that also opens into a Butler's Pantry, which has a sunny window, tilt-out recycling bins that were originally flour bins, and counter space to set out dessert and coffee or use as desk space.  The recently new kitchen has loads of storage, a dishwasher, a small  Butcher Block island, and a laundry alcove.  Pedestal sinks grace both baths (1/2 bath down, full bath up) and each has lots of room for storage.  Come see this beautiful, warm, sunny home, and make it your own!  It's available immediately!  OTHER FEATURES:  * Hardwood Floors with some Softwood Flooring (in Bedrooms) * Gorgeous Period Lighting throughout (all U.L. Listed) ......Beautiful Brass Fixtures on 1st Floor and Period Oiled Bronze on 2nd* All Lead Paint Removed ~ Certified by H.U.D. * New Windows Recently Installed * Great Insulation - cool in summer, warm in winter, with low, low heating costs! * Complete New Wiring & New Smoke/CO2 System throughout the entire building * Charming ""Hobbit"" Closet Under the Stairs! ......Great for storage of skis, vacuum, etc., or Makes a Great Playhouse, etc.!   ......Interior is 3' x 3' x 5' at the highest point * 9 Foot-High Coffered Ceilings on 1st Floor * 8 Foot-High Embossed Ceilings on 2nd Floor * Recently Painted Exterior  PETS WELCOME! (with a Small Pet Deposit - varies by pet)   ***Doggies LOVE Sabin's Pasture!*** $1850 Per Month, Plus Utilities.  Includes Trash/Recycling Pick-Up, Lawn Care, and the use of a Garage plus Extra Off-Street Parking.  Each side of the duplex has its own furnace. AVAILABLE IMMEDIATELY",44.2542,-72.5668,vt
318809,https://vermont.craigslist.org/apa/d/burlington-amazing-downtown-location/7037603063.html,vermont,1550,apartment,800,2,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,https://images.craigslist.org/00F0F_5NaVR6brGqp_600x450.jpg,"This apartment is just steps away from popular restaurants, bike paths and the Burlington Farmers Market in the South end. Included is spacious rooms throughout, plenty of off street parking, outside patio space, water, rubbish and snow removal. Available on 6/1, lease and no smoke/pets please.  show contact info",44.483999999999995,-73.2199,vt
318858,https://vermont.craigslist.org/apa/d/bennington-charming-house-for-rent-feb/7050262277.html,vermont,1300,house,2300,3,2.0,0,1,0,0,0,1,w/d in unit,detached garage,https://images.craigslist.org/01313_e5pogDcsxKR_600x450.jpg,"Charming 3BR + den or 4th BR 1920 center-hall colonial home for rent in Bennington. Large living and dining rooms, eat-in-kitchen, two bathrooms. Large front porch. Tenant must take furnished, but basement and garage storage provided. Water and electricity included. Heat (oil) is responsibility of tenant. 1st and last month's security required upfront, background and credit checks will be done and section 8 is not accepted.",42.8827,-73.1923,vt
318898,https://vermont.craigslist.org/apa/d/springfield-1-bedroom-apt/7030829209.html,vermont,650,apartment,300,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_1Q3eXDxoTN0_600x450.jpg,"Updated 1 bedroom second floor apartment for rent Springfield VT $650.00 mo includes: Hot water, Trash, Snow removal, on site parking, down town, walking distance to convenience stores, Edgar May Health and Rec Center, and town park. Small pets will be considered. Background check, and references required. Apt is non-smoking, first month and security due at signing.",43.2895,-72.4741,vt
318915,https://vermont.craigslist.org/apa/d/west-stewartstown-furnished-rental/7037104674.html,vermont,700,cottage/cabin,762,2,1.0,0,1,1,0,0,1,no laundry on site,detached garage,https://images.craigslist.org/00c0c_M9XkD0rYIr_600x450.jpg,"Furnished 2 bedroom home located close to Canaan Vt. 2 car garage, efficient to heat, comes with linens, bedding, cooking utensils, plates and silverware.  Tenant pays $700 per month and takes over electric and heat. Landlord provides satellite tv, and plowing.  Will consider $1000 per month all expenses included except trash and internet access.   First month and security required. Dogs OK with additional deposit, no cats.",44.9601,-71.5291,vt
318934,https://vermont.craigslist.org/apa/d/townhouse-for-rent-in-south-burlington/7039406328.html,vermont,2200,townhouse,1800,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00B0B_gZPES59JsJI_600x450.jpg,"Townhouse for rent in prime South Burlington location close to UVM, hospital, and I89. 1800 sq ft finished space on 2 floors, 3 bedroom, 2.5 bath, 1 car attached garage, and a heated 700 sq ft basement that could be used for storage, home gym. END UNIT.  Was the model home, tons of natural light and windows. Gas fireplace and appliances, washer and dryer in unit. Landscaping, snow and trash removal included. New tile, carpet, and paint throughout.   Association covenants and restrictions apply. Security deposit. NO PETS.  Email to schedule showing, beginning after 12/27.  Available February 1st, potentially sooner.",,,vt
319200,https://vermont.craigslist.org/apa/d/south-hero-br-1-ba-raised-ranch-for-rent/7050253686.html,vermont,1850,house,1480,2,1.0,0,0,1,0,0,0,w/d hookups,attached garage,https://images.craigslist.org/01212_es6mbDN7mZ8_600x450.jpg,"Has sunroom leading to deck on upper level-Family room and garage on lower level. On private drive with 1acre lot and garden space. Has scenic lake and mountain views.   Tenant responsibilities includes all utilities (solar contract), renters insurance, trash and recycling removal, lawn care and snow removal. No pets or smoking.   12 month lease with 1st month and security deposit (1 month's rent) due at lease signing.  Showings by appointment  only.   Application, credit report and references from employer and landlord required.",44.62,-73.281,vt
319779,https://vermont.craigslist.org/apa/d/essex-junction-all-inclusive-1-bedroom/7050193297.html,vermont,1300,condo,583,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00f0f_fClWgaAifST_600x450.jpg,"1 bathroom in a 1 bedroom end unit ground floor condo in Essex/Essex Jct/Colchester.  Close to IBM/Global Foundries, St. Michaels College, CCV, Winooski, Exit 15, UVM, UVM Medical Center. $1300 is all inclusive which includes all utilities except phone, internet, cable.  Inclusions are heat, power, A/C, water, sewer, trash removal, seasonal heated swimming pool, exercise room, storage unit, free off street parking, snow removal.  coin operated laundry facilities on site.   NO smoking, NO pets.  Interested parties, please call  show contact info  Stuart",44.5095,-73.133,vt
319818,https://vermont.craigslist.org/apa/d/burlington-quiet-condo-in-north-end/7033284263.html,vermont,1650,apartment,1030,2,1.5,0,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00909_gbNV0vJw5mI_600x450.jpg,"Quiet two bedroom condo with open floor plan, one large full bath upstairs & 1/2 bath on first floor. Wood flooring on first floor. Second floor laundry, garage parking, front porch & glass doors to back deck with private patio. One car garage attached. Steps from the bike path and just moments from downtown.  Monthly Rent: $1,650  Rent Includes: trash, recycling, lawn care, snow removal  Availability: Available January 15 or February 1, 1 year +  Pets: Sorry, no pets",44.5214,-73.2577,vt
319866,https://vermont.craigslist.org/apa/d/derby-elderly-housing-2br-in-quiet/7050172773.html,vermont,700,duplex,740,0,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00h0h_1Z3i6ynWHpB_600x450.jpg,"Derby Center,elderly housing in quiet Mobil home park.ramp entrance with close parking.Large open living room, dining, and kitchen area.easy step in tub/shower. mud room entrance. washer, dryer hookups. yard with storage shed.would rent with or without heat.",44.9532,-72.1353,vt
319894,https://vermont.craigslist.org/apa/d/burlington-qhillburlnew12bed/7034495747.html,vermont,1495,apartment,750,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00A0A_6VuFiM8McmQ_600x450.jpg,"255 Building  and also Brand New Modern 55 Units 2500' from MCHV  ****** RESERVE YOUR NEW UNIT NOW w a $500. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.   * Hospital Resident Doctors, Nursing Staff and Medical Graduate student(s) Market rate rentals.   Next door to UVM Medical Campus Hospital DISTRICT. On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus and Hospital, University Mall. Shopping and Restaurant District   Close to Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  1 bed 1 bath  $1430-$1520                Modern Studios $1225 - 1320  2 bed  $1720, $1825 and $1950    Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     315 Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4693,-73.1878,vt
319895,https://vermont.craigslist.org/apa/d/burlington-qhillburlbrandnew1-2bed/7047051516.html,vermont,1455,apartment,750,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/01111_kujp2BpahFU_600x450.jpg,"255 Building  and also Brand New Modern 55 Units 2500' from MCHV  ****** RESERVE YOUR NEW UNIT NOW w a $500. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.   * Hospital Resident Doctors, Nursing Staff and Medical Graduate student(s) Market rate rentals.   Next door to UVM Medical Campus Hospital DISTRICT. On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus and Hospital, University Mall. Shopping and Restaurant District   Close to Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  1 bed 1 bath  $1430-$1520                Modern Studios $1225 - 1320  2 bed  $1720, $1825 and $1950    Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     315 Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4693,-73.1878,vt
319917,https://vermont.craigslist.org/apa/d/keene-live-in-vermont-but-cant-find/7049802972.html,vermont,1650,apartment,727,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00S0S_go2pkCug5Ql_600x450.jpg,"We are offering a $500 security deposit with your good credit on 1 & 2 bedrooms!!!!  If youâre on the hunt for a modern apartment with historic flair, look no further than the brand new Colony Mill apartments in Keene! Constructed in the mid-1700s, this iconic landmark was once a cornerstone for the textile industry in Cheshire County, and today it is home to 89 beautifully renovated loft apartments that offer the perfect blend of modern convenience and old world charm.    This stunning iconic mill has original details like atriums, floor to ceiling windows, architectural features, original hardwood floors throughout and so much more. Each apartment at Colony Mill has a sleek, modern kitchen with granite countertops, stainless steel appliances, in-unit washer/dryer, central A/C and ample closet space. Many units also feature original hardwood flooring and floor-to-ceiling windows that provide scenic views of our cobblestone courtyard, downtown Keene and panoramic mountain views.    Colony Mill also offers a variety of onsite amenities, including fully equipped fitness center, game room, theatre room, and a Wifi Lounge.  Enjoy the nightlife? Residents have direct onsite access to Elm City Brewing Company, NBT Bank, and the Keene Casino.  All this without leaving the convenience of your parking lot.   We are pet friendly community, contact us for complete details on our pet policy.  Owned and professionally managed by Brady Sullivan Properties.  To schedule your personal tour, call us today at  show contact info  or click on the REPLY box above for our email contact info. Personal tours available 7 days a week: Monday - Saturday from 8:30 AM until 5:00 PM, Sunday from 12:00 PM â 5:00 PM.  *subject to change at any time.  Photos may represent similar unit.   es083                                        Keene, Gilsum, Sullivan, Spofford, Walpole, Chesterfield, Dublin, Stoddard, Nelson, Swanzey, West Swanzey, Marlborough, Westmoreland, Harrisville, Alstead, Marlow, West Chesterfield, Troy, Putney, Westminster, Brattleboro. Guiford,",42.9627,-72.2955,vt
